long,lat
-94.22469,36.38772
-91.4346,33.52779
-94.12567,36.33632
-94.11055,36.0924
-93.11695,34.51894
-92.82581,34.97681
-93.73889,36.3914
-90.96728,36.26456
-94.16435,36.06189
-94.20959,36.37252
-93.73008,35.28631
-92.45648,34.76866
-94.22155,36.36119
-94.22155,36.36119
-92.26424,34.74294
-93.04777,35.24975
-94.25344,35.20554
-92.26518,34.75348
-91.54159,34.49924
-91.39803,33.62835
-92.2651,34.74343
-92.47191,34.78982
-94.14502,36.05216
-90.78564,35.22347
-92.10224,33.94306
-92.32424,34.7576
-94.20754,35.50037
-91.21164,35.71505
-94.17116,36.06396
-93.1307,36.24987
-93.75592,36.49276
-92.14076,36.11614
-94.1258,36.43909
-94.38493,35.3689
-93.78302,34.86152
-92.27439,35.71526
-90.20107,36.38575
-94.16691,36.06839
-89.90449,35.92751
-90.50345,36.05613
-94.42784,35.38913
-94.04572,36.01429
-93.15087,33.91867
-92.27331,34.74858
-91.81058,33.66046
-92.29739,34.73703
-93.18841,36.00777
-94.1715,36.24583
-92.26765,34.75624
-92.67113,33.24553
-93.96346,36.43338
-92.21089,35.08855
-93.74534,36.41029
-93.13238,35.27609
-91.48912,33.88555
-90.5886,34.52833
-94.13513,35.80039
-93.7316,35.29354
-94.22203,35.47836
-91.53129,36.31109
-92.95785,34.66443
-94.35752,34.90993
-93.14267,33.92408
-94.17278,36.01731
-92.57741,34.57625
-94.42872,35.38803
-92.32913,34.74694
-94.35323,35.43596
-92.55868,35.83104
-91.96326,33.13675
-92.12248,34.86416
-94.42385,35.39039
-93.76739,35.2173
-92.40213,34.29827
-91.20042,36.2101
-94.38493,35.3689
-91.54586,36.46293
-92.29327,34.7449
-91.18533,34.88703
-90.55298,36.0624
-94.11903,36.18468
-93.46687,35.47474
-91.7143,35.24044
-92.44424,35.1009
-92.3418,34.7269
